,id,name,categories,rating,review_count,latitude,longitude,categories_list,log_review_count,normalized_rating_restaurants,normalized_log_review_count,popularity_score,wilson_score,normalized_wilson_score,normalized_latitude,normalized_longitude
5089,6wkOUidf34Mou12Ou5wqCw,Moy Lee Chinese Restaurant,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.2,170,41.97771,-87.77007,['Chinese'],5.14166355650266,0.64,0.5583764738697584,0.5828635317088309,3.160919540229885,0.41797765775746665,-0.14491102558813487,0.13820887499999782
5090,59StvFhrlyfcuTlku-lUBg,Max’s Restaurant - Chicago,"[{'alias': 'filipino', 'title': 'Filipino'}]",3.5,153,41.972807,-87.745591,['Filipino'],5.0369526024136295,0.7,0.547005031013326,0.5929035217093281,3.449044585987261,0.4764126569974164,-0.11962210425519233,0.13140596249999953
5091,sISu-T8hsjEF_T3bK9Dj1w,Andy's Deli & Mikolajczyk Sausage Shop,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,147,41.9804079,-87.7724157,"['Delis', 'Soup', 'Sandwiches']",4.997212273764115,0.7,0.5426892946105273,0.589882506227369,3.447019867549669,0.4760020213303546,-0.147334336294066,0.1419522112499994
5092,dHizHgEOtRxUG7_Fuog3DQ,Westons Coffee & Tap,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.3,141,41.96952,-87.76262,"['Coffee & Tea', 'Beer Bar', 'Sandwiches']",4.955827057601261,0.86,0.538194926043349,0.6347364482303443,4.222758620689655,0.6333305636338457,-0.13721453210676018,0.12684524999999916
5093,pZjGcTrktkLTwCEA4Fwp7g,El Pueblito Mexican Grill,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.6,137,41.97499,-87.74833,['Mexican'],4.927253685157205,0.72,0.5350919033005052,0.5905643323103535,3.5404255319148934,0.49494574040844225,-0.12245172783175622,0.1344348749999928
5094,NHpaDf5o658qzR-RlCRk-Q,Kawayan,"[{'alias': 'filipino', 'title': 'Filipino'}]",4.2,136,41.96931,-87.760906,['Filipino'],4.919980925828125,0.8400000000000001,0.5343020932196142,0.6260114652537299,4.122857142857143,0.6130694205393,-0.13544382206286626,0.1265538749999954
5095,OiuZPTY40T3bXpvfE0HS0w,Paterno's Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.7,130,41.9774588192985,-87.7686357876968,"['Pizza', 'Sports Bars', 'Sandwiches']",4.875197323201151,0.74,0.5294386652945395,0.5926070657061776,3.6343283582089554,0.5139902895162741,-0.1434293604012154,0.13786036177666103
5096,sxpux8Jaudq5Vnqpa5oITw,Smakosz Restaurant,"[{'alias': 'polish', 'title': 'Polish'}]",4.5,129,41.9675,-87.7683799,['Polish'],4.867534450455582,0.9,0.5286064895178938,0.6400245426625257,4.409774436090226,0.6712594739861703,-0.1431650063085513,0.12404249999999681
5097,CGvzOuWVKzyfbK_UM_MIBQ,Mr V's Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.9,125,41.977047,-87.7543774,"['Pizza', 'Italian']",4.836281906951478,0.78,0.5252125130646478,0.6016487591452534,3.8255813953488373,0.5527785560848043,-0.1286992143658809,0.1372889624999937
5098,kT8LEKMl5Fjh14CqirQtUg,Bust Outs,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.4,123,41.97548951579087,-87.75231637139056,['Burgers'],4.820281565605037,0.8800000000000001,0.5234749014757994,0.6304324310330596,4.308661417322835,0.6507526167662777,-0.12656999379441627,0.13512795315982623
5099,DiI2kvTrI_wH3XB6WKFx5A,The Windsor Tavern and Grill,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.0,108,41.9631,-87.75703,['Pubs'],4.6913478822291435,0.8,0.509472908794769,0.5966310361563383,3.9107142857142856,0.5700444635685599,-0.13143957927980235,0.11793749999999133
5100,UkZguULCl_LX3_qogUq2AA,Loopie & Nato's Gelato,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",5.0,108,41.971176,-87.764075,"['Desserts', 'Gelato', 'Juice Bars & Smoothies']",4.6913478822291435,1.0,0.509472908794769,0.6566310361563383,4.875,0.7656124497991967,-0.13871767277997443,0.12914294999999498
5101,khXg29onx07s4tQvUj4obQ,Smashburger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.7,98,41.97448075861083,-87.74603119061882,"['Burgers', 'Fast Food']",4.59511985013459,0.54,0.4990226977574427,0.5113158884302098,2.6529411764705886,0.3149539333805812,-0.12007685918516428,0.13372830257252302
5102,TEeKBJX8sY4GCBwW7hCDPQ,Montrose Deli,"[{'alias': 'grocery', 'title': 'Grocery'}]",4.0,97,41.9603901,-87.7629084,['Grocery'],4.584967478670572,0.8,0.49792016638462955,0.5885441164692407,3.900990099009901,0.5680722891566264,-0.13751247421683327,0.11417751374999234
5103,UBmLVxpplk_wPfXgMGuZ_g,Chinese Kitchen,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.2,93,41.97685,-87.76972,['Chinese'],4.543294782270004,0.64,0.4933945779214626,0.5373762045450238,3.1298969072164953,0.4116859189334659,-0.14454944535746922,0.1370156249999937
5104,3Gu46Iu2mzlK8V_c2nCIRQ,Habetler Bowl,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.6,89,41.9762897197369,-87.771003,"['Bowling', 'Bars', 'Venues & Event Spaces']",4.499809670330265,0.72,0.48867216401710767,0.5580705148119753,3.5096774193548392,0.48870967741935495,-0.14587489517444813,0.13623823613494004
5105,CbYLLsisVlIZP-81alnL9Q,Hunan Spring Restaurant,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.9,77,41.9769154,-87.7541697,['Chinese'],4.356708826689592,0.78,0.47313164029326116,0.5651921482052829,3.7814814814814817,0.5438345976498588,-0.12848464232614887,0.13710636749999922
